airline_iata,airline_name,source_iata,source_city,destination_iata,destination_city,route,stops,aircraft_type,aircraft_capacity,price_usd
AI,Air India,AMS,Amsterdam,JFK,New York,AMS-JFK,0,B777-300ER,360,650.76
KL,KLM,SFO,San Francisco,ICN,Seoul,SFO-ICN,0,B787-9,290,975.67
JL,Japan Airlines,LHR,London,DXB,Dubai,LHR-DXB,0,A380-800,489,1101.23
U2,easyJet,MXP,Milan,SIN,Singapore,MXP-SIN,0,B787-9,290,806.25
QR,Qatar Airways,FRA,Frankfurt,ORD,Chicago,FRA-ORD,0,A380-800,489,705.76
EK,Emirates,LHR,London,DXB,Dubai,LHR-DXB,0,B787-9,290,1228.76
UA,United Airlines,ORY,Paris,DTW,Detroit,ORY-DTW,1,A380-800,489,816.96
DL,Delta Air Lines,SYD,Sydney,NRT,Tokyo,SYD-NRT,1,B787-9,290,1161.9
UA,United Airlines,IAH,Houston,TPE,Taipei,IAH-TPE,0,B777-300ER,360,1374.53
AV,Avianca,BOG,Bogota,LIM,Lima,BOG-LIM,1,A321,220,121.72
QR,Qatar Airways,DEN,Denver,JNB,Johannesburg,DEN-JNB,1,B787-9,290,1122.0
AC,Air Canada,SYD,Sydney,DXB,Dubai,SYD-DXB,0,A380-800,489,1371.59
FR,Ryanair,ORD,Chicago,LHR,London,ORD-LHR,0,B777-300ER,360,781.15
KE,Korean Air,MEL,Melbourne,LAX,Los Angeles,MEL-LAX,0,B787-9,290,1555.6
UA,United Airlines,DXB,Dubai,LHR,London,DXB-LHR,0,B787-9,290,1154.09
LA,LATAM Airlines,DXB,Dubai,FRA,Frankfurt,DXB-FRA,0,B787-9,290,692.08
AC,Air Canada,JNB,Johannesburg,GIG,Rio de Janeiro,JNB-GIG,1,A321XLR,200,531.21
AA,American Airlines,DXB,Dubai,MEL,Melbourne,DXB-MEL,0,B787-9,290,1382.2
AA,American Airlines,BNE,Brisbane,SFO,San Francisco,BNE-SFO,1,B777-300ER,360,1581.45
QF,Qantas,BNE,Brisbane,KUL,Kuala Lumpur,BNE-KUL,0,B777-300ER,360,1375.35
SV,Saudia,LAX,Los Angeles,HND,Tokyo,LAX-HND,0,B787-9,290,1127.31
DL,Delta Air Lines,ATL,Atlanta,MEL,Melbourne,ATL-MEL,1,A350-900,315,1004.13
SQ,Singapore Airlines,SIN,Singapore,JED,Jeddah,SIN-JED,0,B787-9,290,679.09
TK,Turkish Airlines,IST,Istanbul,STN,London,IST-STN,0,A320,180,202.75
BA,British Airways,LGW,London,LIN,Milan,LGW-LIN,0,A321,220,153.34
QF,Qantas,MEL,Melbourne,GVA,Geneva,MEL-GVA,1,B777-300ER,360,1206.96
KL,KLM,NRT,Tokyo,LAX,Los Angeles,NRT-LAX,0,B787-9,290,1549.99
SV,Saudia,CDG,Paris,LAX,Los Angeles,CDG-LAX,0,A350-900,315,1486.53
AV,Avianca,LIN,Milan,BOG,Bogota,LIN-BOG,1,B787-9,290,924.06
LA,LATAM Airlines,MEL,Melbourne,LAX,Los Angeles,MEL-LAX,0,A350-900,315,1519.39
EK,Emirates,HND,Tokyo,DXB,Dubai,HND-DXB,1,A350-900,315,658.89
AA,American Airlines,DEN,Denver,MIA,Miami,DEN-MIA,1,A320,180,175.05
EK,Emirates,AMS,Amsterdam,MXP,Milan,AMS-MXP,1,B737-800,189,236.94
TK,Turkish Airlines,IST,Istanbul,BOM,Mumbai,IST-BOM,0,A350-900,315,1570.85
LX,SWISS,GVA,Geneva,BCN,Barcelona,GVA-BCN,0,A321,220,238.66
DL,Delta Air Lines,ATL,Atlanta,HND,Tokyo,ATL-HND,0,A350-900,315,1502.87
AC,Air Canada,JFK,New York,DXB,Dubai,JFK-DXB,0,A380-800,489,1758.72
U2,easyJet,SYD,Sydney,LAX,Los Angeles,SYD-LAX,0,A380-800,489,1413.97
AA,American Airlines,ORD,Chicago,LHR,London,ORD-LHR,0,A380-800,489,1058.25
AA,American Airlines,ORY,Paris,LAX,Los Angeles,ORY-LAX,1,A380-800,489,1353.22
AI,Air India,SIN,Singapore,MEL,Melbourne,SIN-MEL,0,B777-300ER,360,1045.45
LH,Lufthansa,MUC,Munich,DTW,Detroit,MUC-DTW,0,B787-9,290,749.61
IB,Iberia,ORD,Chicago,LHR,London,ORD-LHR,0,B787-9,290,1686.37
SV,Saudia,RUH,Riyadh,MEX,Mexico City,RUH-MEX,0,A350-900,315,1692.61
AI,Air India,HND,Tokyo,BOM,Mumbai,HND-BOM,1,A220-300,145,246.49
KE,Korean Air,IST,Istanbul,LHR,London,IST-LHR,1,B737-800,189,112.54
LX,SWISS,ZRH,Zurich,BOG,Bogota,ZRH-BOG,0,B787-9,290,1549.66
EK,Emirates,SLC,Salt Lake City,DXB,Dubai,SLC-DXB,1,A350-900,315,1108.29
AZ,ITA Airways,MSP,Minneapolis,YYZ,Toronto,MSP-YYZ,1,A220-300,145,157.38
QF,Qantas,YYZ,Toronto,LIM,Lima,YYZ-LIM,1,A350-900,315,1064.78
EY,Etihad Airways,DXB,Dubai,FRA,Frankfurt,DXB-FRA,0,B777-300ER,360,886.13
FR,Ryanair,FRA,Frankfurt,LAX,Los Angeles,FRA-LAX,0,A380-800,489,1199.8
FR,Ryanair,BGY,Milan,CAI,Cairo,BGY-CAI,1,B787-9,290,1294.02
LX,SWISS,ATL,Atlanta,AMS,Amsterdam,ATL-AMS,0,B787-9,290,1099.88
AV,Avianca,SIN,Singapore,MEL,Melbourne,SIN-MEL,0,B787-9,290,1744.08
LA,LATAM Airlines,LIM,Lima,PHL,Philadelphia,LIM-PHL,0,B787-9,290,1362.8
QR,Qatar Airways,DXB,Dubai,FRA,Frankfurt,DXB-FRA,0,B777-300ER,360,1546.22
LA,LATAM Airlines,GRU,Sao Paulo,ORY,Paris,GRU-ORY,0,B777-300ER,360,724.4
IB,Iberia,BGY,Milan,MAD,Madrid,BGY-MAD,1,B737-800,189,101.38
AV,Avianca,FRA,Frankfurt,NBO,Nairobi,FRA-NBO,1,A380-800,489,709.17
AA,American Airlines,DFW,Dallas,AMS,Amsterdam,DFW-AMS,0,A380-800,489,1549.33
NZ,Air New Zealand,AKL,Auckland,DEL,Delhi,AKL-DEL,1,B787-9,290,1021.66
KE,Korean Air,ICN,Seoul,YYZ,Toronto,ICN-YYZ,0,A380-800,489,829.32
AC,Air Canada,SYD,Sydney,LAX,Los Angeles,SYD-LAX,0,B777-300ER,360,1386.88
LA,LATAM Airlines,JFK,New York,FRA,Frankfurt,JFK-FRA,0,B777-300ER,360,1667.38
AI,Air India,DEL,Delhi,SLC,Salt Lake City,DEL-SLC,0,A380-800,489,1768.47
SQ,Singapore Airlines,EWR,Newark,SIN,Singapore,EWR-SIN,1,A380-800,489,1373.06
LX,SWISS,GVA,Geneva,SCL,Santiago,GVA-SCL,0,B787-9,290,1322.94
QF,Qantas,DEL,Delhi,AKL,Auckland,DEL-AKL,1,A350-900,315,646.88
UA,United Airlines,LAX,Los Angeles,EWR,Newark,LAX-EWR,1,B737-800,189,160.87
AC,Air Canada,LHR,London,JFK,New York,LHR-JFK,0,A380-800,489,1023.07
SV,Saudia,YUL,Montreal,NBO,Nairobi,YUL-NBO,1,A380-800,489,1492.51
LH,Lufthansa,YVR,Vancouver,LHR,London,YVR-LHR,0,A380-800,489,1415.29
LH,Lufthansa,ZRH,Zurich,DUB,Dublin,ZRH-DUB,0,A320,180,111.41
KE,Korean Air,JFK,New York,FRA,Frankfurt,JFK-FRA,0,B787-9,290,1374.2
EY,Etihad Airways,LHR,London,JFK,New York,LHR-JFK,0,B777-300ER,360,1326.11
AZ,ITA Airways,MEX,Mexico City,ADD,Addis Ababa,MEX-ADD,1,A380-800,489,1392.73
EK,Emirates,LAX,Los Angeles,SYD,Sydney,LAX-SYD,0,B777-300ER,360,899.53
AA,American Airlines,MIA,Miami,DTW,Detroit,MIA-DTW,0,A320,180,85.7
BA,British Airways,LHR,London,SIN,Singapore,LHR-SIN,0,B787-9,290,1135.53
AI,Air India,DEL,Delhi,GVA,Geneva,DEL-GVA,0,B777-300ER,360,840.21
AC,Air Canada,YVR,Vancouver,MAD,Madrid,YVR-MAD,0,A350-900,315,1678.41
IB,Iberia,CDG,Paris,JFK,New York,CDG-JFK,0,A380-800,489,1761.07
FR,Ryanair,LAX,Los Angeles,BGY,Milan,LAX-BGY,1,B777-300ER,360,1114.9
LA,LATAM Airlines,DXB,Dubai,LHR,London,DXB-LHR,0,B777-300ER,360,1712.79
CX,Cathay Pacific,SFO,San Francisco,ICN,Seoul,SFO-ICN,0,A350-900,315,745.63
LH,Lufthansa,MUC,Munich,MIA,Miami,MUC-MIA,0,A350-900,315,1192.83
AF,Air France,FRA,Frankfurt,SFO,San Francisco,FRA-SFO,0,B777-300ER,360,1564.39
EY,Etihad Airways,JFK,New York,AMS,Amsterdam,JFK-AMS,0,A350-900,315,971.15
EY,Etihad Airways,LAX,Los Angeles,HKG,Hong Kong,LAX-HKG,0,A380-800,489,1588.01
SV,Saudia,JED,Jeddah,ORD,Chicago,JED-ORD,0,B787-9,290,689.0
TK,Turkish Airlines,LHR,London,YYZ,Toronto,LHR-YYZ,0,A380-800,489,1653.55
EK,Emirates,DXB,Dubai,BGY,Milan,DXB-BGY,0,A350-900,315,1203.44
IB,Iberia,MAD,Madrid,MUC,Munich,MAD-MUC,0,A320,180,262.91
KL,KLM,SFO,San Francisco,ICN,Seoul,SFO-ICN,0,A350-900,315,1015.23
SQ,Singapore Airlines,SIN,Singapore,TPE,Taipei,SIN-TPE,0,B737-800,189,266.11
U2,easyJet,SIN,Singapore,MEL,Melbourne,SIN-MEL,0,B777-300ER,360,1240.17
TK,Turkish Airlines,IST,Istanbul,PHL,Philadelphia,IST-PHL,1,A350-900,315,744.98
AI,Air India,LAX,Los Angeles,HKG,Hong Kong,LAX-HKG,0,B777-300ER,360,1590.28
FR,Ryanair,BGY,Milan,AUH,Abu Dhabi,BGY-AUH,0,B787-9,290,1525.23
CX,Cathay Pacific,FRA,Frankfurt,LAX,Los Angeles,FRA-LAX,0,B777-300ER,360,1099.9
TK,Turkish Airlines,FRA,Frankfurt,ORD,Chicago,FRA-ORD,0,B787-9,290,947.61
CX,Cathay Pacific,HKG,Hong Kong,VIE,Vienna,HKG-VIE,0,B777-300ER,360,1421.99
IB,Iberia,ZRH,Zurich,MAD,Madrid,ZRH-MAD,1,B737-800,189,161.78
AZ,ITA Airways,LIN,Milan,MXP,Milan,LIN-MXP,0,A220-300,145,124.89
AZ,ITA Airways,EWR,Newark,SIN,Singapore,EWR-SIN,1,B777-300ER,360,1532.66
AA,American Airlines,PHL,Philadelphia,LGW,London,PHL-LGW,0,B777-300ER,360,890.09
QR,Qatar Airways,CDG,Paris,JFK,New York,CDG-JFK,0,B787-9,290,716.17
NH,ANA,NRT,Tokyo,GIG,Rio de Janeiro,NRT-GIG,0,B777-300ER,360,1101.76
BR,EVA Air,TPE,Taipei,BOM,Mumbai,TPE-BOM,1,A321,220,226.02
SQ,Singapore Airlines,SIN,Singapore,STN,London,SIN-STN,0,A350-900,315,1198.51
AA,American Airlines,CDG,Paris,JFK,New York,CDG-JFK,0,B777-300ER,360,1071.89
NZ,Air New Zealand,YUL,Montreal,AKL,Auckland,YUL-AKL,1,A380-800,489,876.16
U2,easyJet,CDG,Paris,IAH,Houston,CDG-IAH,0,A380-800,489,1407.02
DL,Delta Air Lines,JED,Jeddah,DFW,Dallas,JED-DFW,1,B777-300ER,360,1067.84
TK,Turkish Airlines,IST,Istanbul,AKL,Auckland,IST-AKL,0,B777-300ER,360,1080.7
QF,Qantas,LAX,Los Angeles,FRA,Frankfurt,LAX-FRA,0,A350-900,315,1063.62
SQ,Singapore Airlines,SYD,Sydney,LAX,Los Angeles,SYD-LAX,0,A380-800,489,1786.91
AC,Air Canada,YUL,Montreal,CDG,Paris,YUL-CDG,0,B787-9,290,1047.84
KL,KLM,AMS,Amsterdam,LHR,London,AMS-LHR,0,B737-800,189,202.72
KL,KLM,CDG,Paris,LAX,Los Angeles,CDG-LAX,0,A380-800,489,764.44
QR,Qatar Airways,AKL,Auckland,AMS,Amsterdam,AKL-AMS,1,B777-300ER,360,745.38
DL,Delta Air Lines,LHR,London,SIN,Singapore,LHR-SIN,0,A350-900,315,795.0
EK,Emirates,AMS,Amsterdam,JFK,New York,AMS-JFK,0,B777-300ER,360,1211.66
AZ,ITA Airways,FCO,Rome,ICN,Seoul,FCO-ICN,1,A380-800,489,1411.86
NZ,Air New Zealand,LIN,Milan,MXP,Milan,LIN-MXP,1,A320,180,276.97
AV,Avianca,EWR,Newark,BOG,Bogota,EWR-BOG,1,B787-9,290,1340.46
BR,EVA Air,TPE,Taipei,LIM,Lima,TPE-LIM,0,A350-900,315,804.61
KE,Korean Air,LAX,Los Angeles,HKG,Hong Kong,LAX-HKG,0,A380-800,489,637.88
AC,Air Canada,DXB,Dubai,FCO,Rome,DXB-FCO,1,B787-9,290,991.79
U2,easyJet,DOH,Doha,JFK,New York,DOH-JFK,0,A350-900,315,1704.63
AV,Avianca,FRA,Frankfurt,SFO,San Francisco,FRA-SFO,0,B787-9,290,1273.06
AC,Air Canada,JFK,New York,LHR,London,JFK-LHR,0,A380-800,489,807.82
AC,Air Canada,ORY,Paris,YUL,Montreal,ORY-YUL,1,B777-300ER,360,1529.08
DL,Delta Air Lines,LAX,Los Angeles,HND,Tokyo,LAX-HND,0,B777-300ER,360,895.82
LX,SWISS,GVA,Geneva,KUL,Kuala Lumpur,GVA-KUL,1,B777-300ER,360,846.76
AF,Air France,SLC,Salt Lake City,ORY,Paris,SLC-ORY,1,A350-900,315,1078.48
EK,Emirates,DXB,Dubai,YYZ,Toronto,DXB-YYZ,1,B777-300ER,360,1198.62
QF,Qantas,SYD,Sydney,CAI,Cairo,SYD-CAI,1,A380-800,489,1385.27
U2,easyJet,FRA,Frankfurt,SFO,San Francisco,FRA-SFO,0,B777-300ER,360,1708.81
AA,American Airlines,LHR,London,LAX,Los Angeles,LHR-LAX,0,B777-300ER,360,1593.54
QF,Qantas,BCN,Barcelona,LIN,Milan,BCN-LIN,1,B737-800,189,263.55
NZ,Air New Zealand,SIN,Singapore,MEL,Melbourne,SIN-MEL,0,A350-900,315,1237.25
SQ,Singapore Airlines,SIN,Singapore,SFO,San Francisco,SIN-SFO,1,A350-900,315,1259.33
AZ,ITA Airways,AMS,Amsterdam,ATL,Atlanta,AMS-ATL,0,A350-900,315,1714.92
KL,KLM,JFK,New York,DOH,Doha,JFK-DOH,0,A380-800,489,1170.84
QR,Qatar Airways,DOH,Doha,BOM,Mumbai,DOH-BOM,0,A350-900,315,942.5
CX,Cathay Pacific,LHR,London,YYZ,Toronto,LHR-YYZ,0,B787-9,290,1288.96
DL,Delta Air Lines,LIM,Lima,IST,Istanbul,LIM-IST,1,B787-9,290,1444.88
AI,Air India,DXB,Dubai,FRA,Frankfurt,DXB-FRA,0,B787-9,290,1194.46
AA,American Airlines,LAX,Los Angeles,FRA,Frankfurt,LAX-FRA,0,B777-300ER,360,1281.55
TK,Turkish Airlines,CDG,Paris,JFK,New York,CDG-JFK,0,B787-9,290,1145.22
FR,Ryanair,JFK,New York,CDG,Paris,JFK-CDG,0,A380-800,489,1205.06
JL,Japan Airlines,LAX,Los Angeles,MEL,Melbourne,LAX-MEL,0,B777-300ER,360,794.99
UA,United Airlines,LHR,London,JFK,New York,LHR-JFK,0,A380-800,489,616.9
AA,American Airlines,DXB,Dubai,LHR,London,DXB-LHR,0,B777-300ER,360,1508.74
SV,Saudia,MXP,Milan,AKL,Auckland,MXP-AKL,1,A350-900,315,979.37
AA,American Airlines,ADD,Addis Ababa,LAX,Los Angeles,ADD-LAX,1,B777-300ER,360,712.34
EK,Emirates,DXB,Dubai,LTN,London,DXB-LTN,0,B777-300ER,360,1060.29
NH,ANA,HND,Tokyo,MXP,Milan,HND-MXP,0,A380-800,489,962.34
JL,Japan Airlines,NRT,Tokyo,BOG,Bogota,NRT-BOG,1,B787-9,290,821.83
FR,Ryanair,FCO,Rome,HND,Tokyo,FCO-HND,1,A380-800,489,1151.79
AI,Air India,IST,Istanbul,BOM,Mumbai,IST-BOM,1,B777-300ER,360,1545.7
BR,EVA Air,ORD,Chicago,FRA,Frankfurt,ORD-FRA,0,A350-900,315,783.82
LA,LATAM Airlines,GRU,Sao Paulo,BKK,Bangkok,GRU-BKK,1,B777-300ER,360,1065.39
BR,EVA Air,TPE,Taipei,DUB,Dublin,TPE-DUB,1,A350-900,315,1241.98
AC,Air Canada,JFK,New York,AMS,Amsterdam,JFK-AMS,0,A380-800,489,1700.69
LA,LATAM Airlines,SCL,Santiago,STN,London,SCL-STN,1,B787-9,290,1108.52
AA,American Airlines,DXB,Dubai,JFK,New York,DXB-JFK,0,A350-900,315,1130.21
SV,Saudia,RUH,Riyadh,BCN,Barcelona,RUH-BCN,0,A350-900,315,1678.67
AC,Air Canada,SYD,Sydney,SIN,Singapore,SYD-SIN,0,A380-800,489,1215.9
LA,LATAM Airlines,DXB,Dubai,JFK,New York,DXB-JFK,0,A380-800,489,1407.32
BR,EVA Air,TPE,Taipei,LAX,Los Angeles,TPE-LAX,0,B777-300ER,360,1579.74
LX,SWISS,ZRH,Zurich,HKG,Hong Kong,ZRH-HKG,1,A350-900,315,869.17
UA,United Airlines,MEL,Melbourne,SIN,Singapore,MEL-SIN,0,B787-9,290,1720.53
JL,Japan Airlines,HND,Tokyo,AUH,Abu Dhabi,HND-AUH,0,B787-9,290,762.51
AV,Avianca,JFK,New York,AMS,Amsterdam,JFK-AMS,0,A380-800,489,1138.24
EY,Etihad Airways,MEL,Melbourne,SIN,Singapore,MEL-SIN,0,A380-800,489,1394.15
AC,Air Canada,JFK,New York,FRA,Frankfurt,JFK-FRA,0,A350-900,315,814.17
LH,Lufthansa,KUL,Kuala Lumpur,FRA,Frankfurt,KUL-FRA,1,A380-800,489,737.51
KL,KLM,NRT,Tokyo,LAX,Los Angeles,NRT-LAX,0,B787-9,290,1462.91
AZ,ITA Airways,FRA,Frankfurt,SFO,San Francisco,FRA-SFO,0,A380-800,489,897.01
KE,Korean Air,YVR,Vancouver,ICN,Seoul,YVR-ICN,1,B777-300ER,360,1554.3
U2,easyJet,GRU,Sao Paulo,MIA,Miami,GRU-MIA,1,B787-9,290,1452.49
DL,Delta Air Lines,CDG,Paris,JFK,New York,CDG-JFK,0,B787-9,290,1312.73
U2,easyJet,JNB,Johannesburg,ADD,Addis Ababa,JNB-ADD,1,A220-300,145,198.58
AZ,ITA Airways,LIN,Milan,FCO,Rome,LIN-FCO,0,A220-300,145,176.57
TK,Turkish Airlines,JFK,New York,LHR,London,JFK-LHR,0,B787-9,290,880.99
AA,American Airlines,LAX,Los Angeles,MEL,Melbourne,LAX-MEL,0,B777-300ER,360,1582.06
IB,Iberia,YVR,Vancouver,MAD,Madrid,YVR-MAD,1,A350-900,315,1220.35
KL,KLM,ICN,Seoul,LAX,Los Angeles,ICN-LAX,0,B777-300ER,360,1310.0
DL,Delta Air Lines,MEL,Melbourne,LAX,Los Angeles,MEL-LAX,0,A350-900,315,1194.74
AI,Air India,DEL,Delhi,ATL,Atlanta,DEL-ATL,0,B777-300ER,360,1542.97
EK,Emirates,DXB,Dubai,LIN,Milan,DXB-LIN,1,B777-300ER,360,837.07
AI,Air India,MEL,Melbourne,MAD,Madrid,MEL-MAD,1,A380-800,489,1412.91
BA,British Airways,LHR,London,VIE,Vienna,LHR-VIE,0,A220-300,145,281.24
JL,Japan Airlines,NRT,Tokyo,BNE,Brisbane,NRT-BNE,0,A350-900,315,996.32
QF,Qantas,ATL,Atlanta,AMS,Amsterdam,ATL-AMS,0,B787-9,290,710.96
AC,Air Canada,YVR,Vancouver,DTW,Detroit,YVR-DTW,0,A321,220,91.34
AI,Air India,DEL,Delhi,AMS,Amsterdam,DEL-AMS,0,B787-9,290,1514.04
DL,Delta Air Lines,HKG,Hong Kong,BGY,Milan,HKG-BGY,1,A350-900,315,964.42
SQ,Singapore Airlines,SIN,Singapore,ORY,Paris,SIN-ORY,0,B787-9,290,1489.77
AV,Avianca,FRA,Frankfurt,LAX,Los Angeles,FRA-LAX,0,A380-800,489,1444.52
KL,KLM,HKG,Hong Kong,CDG,Paris,HKG-CDG,1,A380-800,489,1370.94
AF,Air France,ORY,Paris,BNE,Brisbane,ORY-BNE,0,B777-300ER,360,1659.37
CX,Cathay Pacific,STN,London,FCO,Rome,STN-FCO,1,A220-300,145,96.69
NH,ANA,NRT,Tokyo,AKL,Auckland,NRT-AKL,1,A350-900,315,1117.63
IB,Iberia,DUB,Dublin,MAD,Madrid,DUB-MAD,1,A321,220,78.25
JL,Japan Airlines,NRT,Tokyo,SCL,Santiago,NRT-SCL,0,B777-300ER,360,1055.81
UA,United Airlines,DOH,Doha,LHR,London,DOH-LHR,0,A350-900,315,1421.82
EY,Etihad Airways,AUH,Abu Dhabi,CPT,Cape Town,AUH-CPT,1,B767-300ER,261,532.84
IB,Iberia,MAD,Madrid,ORD,Chicago,MAD-ORD,0,A380-800,489,803.12
QF,Qantas,LTN,London,BNE,Brisbane,LTN-BNE,1,A380-800,489,1725.56
TK,Turkish Airlines,IST,Istanbul,TPE,Taipei,IST-TPE,0,B787-9,290,1581.6
LA,LATAM Airlines,FRA,Frankfurt,LAX,Los Angeles,FRA-LAX,0,B787-9,290,1611.05
JL,Japan Airlines,DXB,Dubai,SYD,Sydney,DXB-SYD,0,A350-900,315,862.46
AC,Air Canada,LHR,London,YYZ,Toronto,LHR-YYZ,0,A380-800,489,1400.11
DL,Delta Air Lines,DXB,Dubai,JFK,New York,DXB-JFK,0,A380-800,489,1238.65
AC,Air Canada,ORD,Chicago,LHR,London,ORD-LHR,0,A380-800,489,929.69
AZ,ITA Airways,SIN,Singapore,LHR,London,SIN-LHR,0,B777-300ER,360,1408.84
BA,British Airways,LHR,London,MSP,Minneapolis,LHR-MSP,0,A350-900,315,778.68
JL,Japan Airlines,JFK,New York,FRA,Frankfurt,JFK-FRA,0,A350-900,315,1025.33
SQ,Singapore Airlines,SIN,Singapore,FCO,Rome,SIN-FCO,0,A380-800,489,1150.8
AF,Air France,SYD,Sydney,DXB,Dubai,SYD-DXB,0,A350-900,315,1420.85
CX,Cathay Pacific,HKG,Hong Kong,GVA,Geneva,HKG-GVA,0,B787-9,290,1511.5
AI,Air India,MIA,Miami,PHL,Philadelphia,MIA-PHL,1,A320,180,156.71
LX,SWISS,GVA,Geneva,FCO,Rome,GVA-FCO,1,A321,220,87.37
SQ,Singapore Airlines,BNE,Brisbane,AUH,Abu Dhabi,BNE-AUH,1,B787-9,290,839.07
LA,LATAM Airlines,LAX,Los Angeles,LHR,London,LAX-LHR,0,A380-800,489,1421.31
QF,Qantas,DXB,Dubai,BKK,Bangkok,DXB-BKK,1,B777-300ER,360,614.83
SV,Saudia,RUH,Riyadh,LAX,Los Angeles,RUH-LAX,0,B777-300ER,360,773.03
LH,Lufthansa,DXB,Dubai,MEL,Melbourne,DXB-MEL,0,A380-800,489,1276.75
LX,SWISS,SIN,Singapore,MEL,Melbourne,SIN-MEL,0,A380-800,489,1060.62
BR,EVA Air,TPE,Taipei,RUH,Riyadh,TPE-RUH,0,A350-900,315,694.11
CX,Cathay Pacific,HKG,Hong Kong,AUH,Abu Dhabi,HKG-AUH,0,B777-300ER,360,1606.41
CX,Cathay Pacific,MAD,Madrid,HKG,Hong Kong,MAD-HKG,1,B777-300ER,360,1270.39
KL,KLM,SLC,Salt Lake City,AMS,Amsterdam,SLC-AMS,1,B777-300ER,360,1627.88
QR,Qatar Airways,DOH,Doha,MXP,Milan,DOH-MXP,0,B777-300ER,360,822.89
BA,British Airways,LGW,London,DOH,Doha,LGW-DOH,0,A380-800,489,1557.67
IB,Iberia,MAD,Madrid,AUH,Abu Dhabi,MAD-AUH,0,B787-9,290,1454.01
EK,Emirates,DOH,Doha,JFK,New York,DOH-JFK,0,A350-900,315,727.86
FR,Ryanair,CDG,Paris,JFK,New York,CDG-JFK,0,B787-9,290,1513.62
SV,Saudia,RUH,Riyadh,SFO,San Francisco,RUH-SFO,1,B787-9,290,1043.62
BA,British Airways,MEL,Melbourne,LAX,Los Angeles,MEL-LAX,0,A380-800,489,1265.06
DL,Delta Air Lines,MEL,Melbourne,JFK,New York,MEL-JFK,1,B777-300ER,360,1034.62
SV,Saudia,HND,Tokyo,LAX,Los Angeles,HND-LAX,0,A350-900,315,1056.88
JL,Japan Airlines,SYD,Sydney,HND,Tokyo,SYD-HND,1,A350-900,315,674.41
AI,Air India,AUH,Abu Dhabi,FRA,Frankfurt,AUH-FRA,1,B777-300ER,360,609.37
KE,Korean Air,SYD,Sydney,SIN,Singapore,SYD-SIN,0,A350-900,315,1340.0
AV,Avianca,TPE,Taipei,GRU,Sao Paulo,TPE-GRU,1,A380-800,489,1547.11
KL,KLM,MXP,Milan,SCL,Santiago,MXP-SCL,1,A380-800,489,949.45
FR,Ryanair,DUB,Dublin,FCO,Rome,DUB-FCO,0,A321,220,146.1
AV,Avianca,BOG,Bogota,LIN,Milan,BOG-LIN,0,A380-800,489,1762.47
IB,Iberia,JFK,New York,DOH,Doha,JFK-DOH,0,B777-300ER,360,1761.32
LX,SWISS,SFO,San Francisco,ICN,Seoul,SFO-ICN,0,A350-900,315,1543.04
DL,Delta Air Lines,LHR,London,LAX,Los Angeles,LHR-LAX,0,B777-300ER,360,1310.67
AI,Air India,LAX,Los Angeles,HKG,Hong Kong,LAX-HKG,0,A350-900,315,1743.61
FR,Ryanair,LHR,London,ORD,Chicago,LHR-ORD,0,A380-800,489,1557.22
SQ,Singapore Airlines,SIN,Singapore,AMS,Amsterdam,SIN-AMS,0,B787-9,290,1090.97
AI,Air India,SFO,San Francisco,HKG,Hong Kong,SFO-HKG,0,A380-800,489,903.22
DL,Delta Air Lines,MSP,Minneapolis,CDG,Paris,MSP-CDG,0,A350-900,315,688.76
SQ,Singapore Airlines,BCN,Barcelona,DFW,Dallas,BCN-DFW,1,A380-800,489,1630.23
DL,Delta Air Lines,DUB,Dublin,TPE,Taipei,DUB-TPE,1,A380-800,489,987.56
FR,Ryanair,ICN,Seoul,LAX,Los Angeles,ICN-LAX,0,B787-9,290,1397.63
SQ,Singapore Airlines,LHR,London,YVR,Vancouver,LHR-YVR,0,A350-900,315,1780.33
LX,SWISS,GVA,Geneva,CAI,Cairo,GVA-CAI,0,A380-800,489,1555.48
SV,Saudia,LHR,London,DXB,Dubai,LHR-DXB,0,B787-9,290,1212.81
AZ,ITA Airways,LIN,Milan,RUH,Riyadh,LIN-RUH,0,A350-900,315,1526.81
KE,Korean Air,ICN,Seoul,IAH,Houston,ICN-IAH,0,A350-900,315,725.46
CX,Cathay Pacific,LAX,Los Angeles,MEL,Melbourne,LAX-MEL,0,A380-800,489,1597.58
BA,British Airways,LHR,London,BOG,Bogota,LHR-BOG,0,A350-900,315,1541.12
AV,Avianca,SYD,Sydney,DXB,Dubai,SYD-DXB,0,A380-800,489,1466.39
CX,Cathay Pacific,LAX,Los Angeles,SYD,Sydney,LAX-SYD,0,A380-800,489,1572.22
UA,United Airlines,SFO,San Francisco,STN,London,SFO-STN,1,B787-9,290,691.75
AA,American Airlines,CDG,Paris,JFK,New York,CDG-JFK,0,A350-900,315,997.19
AI,Air India,LHR,London,ORD,Chicago,LHR-ORD,0,A380-800,489,1086.06
BA,British Airways,LHR,London,EWR,Newark,LHR-EWR,1,A350-900,315,1008.59
AA,American Airlines,HKG,Hong Kong,SIN,Singapore,HKG-SIN,1,A321,220,156.68
BA,British Airways,JFK,New York,DOH,Doha,JFK-DOH,0,B777-300ER,360,675.08
KL,KLM,AMS,Amsterdam,SFO,San Francisco,AMS-SFO,1,B787-9,290,907.68
